595.206;590.531;586.082;581.942;578.163;574.772;571.81;569.402;567.777;566.817;566.312;566.102;566.1;566.288;566.719;567.541;569.04;571.7;576.19;583.105;592.385;604.135;618.889;637.858;663.532;701.362;764.722;890.94
590.531;581.311;572.563;564.46;557.098;550.494;544.653;539.786;536.779;535.144;534.34;534.032;534.059;534.387;535.103;536.451;538.946;543.554;551.863;565.65;583.99;606.831;634.996;670.291;716.018;778.152;867.506;1002.12
586.082;572.562;559.807;548.101;537.588;528.204;519.7;511.864;508.209;506.577;505.883;505.678;505.787;506.181;506.937;508.287;510.775;515.666;525.855;547.213;574.412;607.272;646.779;694.791;754.233;829.424;926.188;1050.26
581.941;564.458;548.1;533.327;520.387;509.13;498.853;485.368;483.491;483.077;483.011;483.117;483.359;483.754;484.321;485.126;486.325;488.555;494.652;528.183;563.993;605.517;654.123;711.491;779.786;861.56;959.224;1073.47
578.161;557.095;537.583;520.382;506.023;494.436;487.132;481.486;481.072;480.971;481.014;481.169;481.428;481.822;482.357;483.069;484.014;485.522;488.124;512.988;553.95;602.319;657.886;721.893;795.811;880.929;977.83;1085.47
574.769;550.488;528.193;509.115;494.445;481.976;480.958;481.074;480.854;480.832;480.903;481.058;481.31;481.662;482.179;482.852;483.725;485.053;486.906;489.363;543.569;598.527;659.316;727.875;805.342;892.244;988.284;1091.91
571.808;544.647;519.685;498.797;487.114;481.07;480.677;480.934;480.82;480.808;480.888;481.031;481.299;481.576;482.09;482.787;483.505;484.729;486.415;487.712;539.357;596.217;659.82;731.153;810.774;898.674;994.106;1095.42
569.401;539.787;511.879;485.673;481.503;480.951;480.717;480.765;480.74;480.765;480.856;481.005;481.259;481.537;482.03;482.606;483.358;484.475;485.574;486.921;537.541;595.006;660.017;732.919;813.793;902.255;997.318;1097.33
567.774;536.774;508.202;483.614;480.989;480.802;480.694;480.763;480.751;480.796;480.897;481.027;481.287;481.492;481.973;482.541;483.135;484.136;485.207;486.535;536.755;594.475;660.198;733.948;815.514;904.275;999.111;1098.38
566.812;535.134;506.56;483.171;480.883;480.769;480.711;480.805;480.806;480.858;480.961;481.085;481.337;481.506;481.964;482.496;483.044;483.979;485.023;486.354;536.538;594.461;660.577;734.773;816.681;905.556;1000.21;1099.02
566.306;534.327;505.862;483.096;480.924;480.836;480.796;480.896;480.905;480.956;481.057;481.169;481.412;481.561;481.996;482.514;483.041;483.967;485.005;486.347;536.807;595.017;661.402;735.81;817.822;906.647;1001.07;1099.5
566.095;534.017;505.655;483.199;481.078;480.995;480.953;481.051;481.061;481.107;481.2;481.3;481.53;481.665;482.074;482.6;483.142;484.075;485.15;486.512;537.693;596.38;662.997;737.448;819.357;907.948;1002.02;1100
566.093;534.044;505.763;483.44;481.338;481.253;481.205;481.238;481.254;481.28;481.358;481.45;481.655;481.797;482.166;482.714;483.285;484.331;485.445;486.87;539.579;599.02;665.816;740.11;821.669;909.789;1003.3;1100.65
566.281;534.373;506.158;483.835;481.731;481.624;481.532;481.561;481.56;481.575;481.638;481.714;481.902;482.001;482.337;482.846;483.473;484.741;486.159;487.684;543.398;603.767;670.487;744.276;825.142;912.469;1005.13;1101.58
566.714;535.091;506.917;484.406;482.267;482.147;482.037;481.853;481.829;481.818;481.867;481.953;482.117;482.268;482.465;482.795;483.453;484.813;487.09;490.076;551.428;611.945;677.775;750.456;830.153;916.273;1007.69;1102.87
567.539;536.445;508.272;485.217;482.981;482.836;482.721;482.365;482.293;482.253;482.28;482.361;482.51;482.656;482.785;482.915;483.722;485.534;488.512;521.217;569.126;625.009;688.304;759.073;837.042;921.469;1011.18;1104.62
569.042;538.948;510.773;486.438;483.934;483.722;483.503;483.264;483.059;482.967;482.97;483.067;483.234;483.46;483.525;483.676;489.386;499.631;516.181;546.71;589.36;641.446;701.936;770.338;846.086;928.306;1015.77;1106.93
