593.095;586.344;579.88;573.801;568.158;562.976;558.324;554.447;551.806;550.229;549.371;548.957;548.829;548.932;549.302;550.085;551.587;554.329;559.03;566.297;575.953;588.153;603.609;623.724;651.129;691.329;757.648;887.28
586.344;573.003;560.254;548.294;537.208;526.98;517.623;509.568;504.566;501.825;500.42;499.771;499.588;499.773;500.385;501.672;504.186;508.99;517.837;532.62;551.855;575.61;605.126;642.63;691.72;758.481;853.632;994.942
579.88;560.253;541.562;524.13;508.07;493.208;479.12;465.479;459.146;456.287;454.978;454.423;454.31;454.545;455.183;456.461;458.976;464.149;475.307;499.204;528.081;562.279;603.642;654.754;719;800.863;906.028;1039.82
573.8;548.291;524.128;501.841;481.655;463.228;445.42;420.314;416.717;415.776;415.415;415.308;415.385;415.645;416.11;416.827;417.985;420.297;427.186;467.582;505.901;548.887;599.561;660.647;734.919;825.123;933.474;1060.13
568.156;537.204;508.063;481.648;458.562;438.546;425.234;412.867;411.913;411.502;411.314;411.28;411.385;411.65;412.088;412.71;413.601;415.096;417.855;445.601;487.594;536.655;594.033;662.045;742.805;837.783;947.298;1069.64
562.973;526.974;493.194;463.206;438.574;414.307;411.906;411.806;411.243;410.974;410.838;410.815;410.912;411.142;411.561;412.162;412.986;414.265;416.126;418.625;471.881;526.265;588.259;660.828;745.716;843.59;953.803;1074.02
558.323;517.619;479.101;445.325;425.207;412.189;411.096;411.4;411.059;410.778;410.661;410.631;410.729;410.908;411.266;411.937;412.548;413.681;415.343;416.442;464.489;519.301;583.353;658.528;745.933;845.636;956.465;1075.87
554.45;509.577;465.521;420.919;413.008;411.695;411.002;410.905;410.734;410.535;410.441;410.42;410.507;410.669;411.019;411.457;412.133;413.12;414.072;415.179;460.529;514.755;579.52;656.044;744.923;845.805;957.207;1076.49
551.806;504.568;459.152;416.991;411.843;411.215;410.795;410.644;410.529;410.343;410.272;410.24;410.315;410.431;410.719;411.159;411.618;412.452;413.338;414.386;458.168;511.742;576.652;653.821;743.539;845.184;957.083;1076.53
550.226;501.819;456.275;415.997;411.421;410.924;410.592;410.498;410.413;410.241;410.18;410.143;410.202;410.272;410.512;410.883;411.277;411.976;412.802;413.824;456.682;509.754;574.609;652.062;742.244;844.374;956.666;1076.37
549.365;500.408;454.958;415.623;411.229;410.777;410.484;410.398;410.336;410.161;410.1;410.051;410.091;410.138;410.333;410.657;411.001;411.653;412.438;413.445;455.796;508.549;573.31;650.869;741.287;843.702;956.262;1076.19
548.95;499.757;454.401;415.511;411.194;410.755;410.467;410.382;410.324;410.144;410.073;410.009;410.025;410.052;410.203;410.501;410.824;411.446;412.224;413.226;455.447;508.078;572.766;650.331;740.826;843.361;956.047;1076.09
