596.443;592.995;589.756;586.802;584.181;581.912;580.008;578.515;577.526;576.954;576.671;576.583;576.643;576.854;577.273;578.035;579.399;581.798;585.843;592.113;600.673;611.68;625.656;643.771;668.482;705.224;767.375;892.292
592.995;586.218;579.877;574.132;569.073;564.719;561.048;558.13;556.349;555.4;554.967;554.857;554.986;555.353;556.051;557.304;559.569;563.705;571.125;583.478;600.302;621.651;648.286;681.914;725.757;785.756;872.734;1004.79
589.755;579.877;570.699;562.486;555.378;549.35;544.223;539.826;537.774;536.882;536.555;536.543;536.754;537.192;537.938;539.204;541.469;545.833;554.792;573.43;598.166;628.808;666.11;711.729;768.45;840.539;933.837;1054.16
586.801;574.13;562.484;552.276;543.74;536.803;530.977;524.157;523.264;523.144;523.232;523.437;523.746;524.179;524.757;525.546;526.676;528.704;533.977;561.794;594.153;632.899;678.796;733.187;798.051;875.869;969.084;1078.5
584.179;569.07;555.374;543.736;534.611;527.996;524.188;522.283;522.166;522.229;522.385;522.624;522.943;523.374;523.921;524.63;525.536;526.946;529.292;550.984;588.871;634.419;687.048;747.687;817.614;898.057;989.655;1091.51
581.909;564.714;549.341;536.791;527.995;522.255;522;522.22;522.187;522.289;522.46;522.694;523.008;523.396;523.928;524.593;525.43;526.692;528.417;530.684;581.9;634.237;692.096;757.08;830.15;911.798;1001.81;1098.83
580.005;561.042;544.21;530.944;524.176;522.019;522.003;522.221;522.228;522.353;522.526;522.746;523.082;523.389;523.948;524.611;525.334;526.522;528.107;529.419;579.63;634.515;695.421;763.13;838.083;920.273;1009.08;1103.08
578.513;558.126;539.826;524.294;522.236;522.098;522.108;522.226;522.275;522.411;522.589;522.813;523.134;523.453;523.985;524.593;525.334;526.443;527.546;528.927;579.098;635.205;697.819;767.136;843.166;925.566;1013.51;1105.63
577.522;556.341;537.761;523.305;522.083;522.124;522.178;522.353;522.393;522.551;522.732;522.936;523.272;523.508;524.055;524.651;525.276;526.298;527.396;528.783;579.264;636.143;699.76;770.003;846.608;929.027;1016.34;1107.22
576.949;555.389;536.864;523.17;522.142;522.224;522.304;522.487;522.531;522.691;522.871;523.067;523.401;523.608;524.148;524.729;525.32;526.318;527.409;528.818;579.827;637.344;701.619;772.389;849.25;931.549;1018.33;1108.32
576.665;554.954;536.535;523.252;522.298;522.394;522.482;522.667;522.712;522.872;523.048;523.234;523.565;523.757;524.286;524.871;525.459;526.47;527.577;529.013;580.8;638.994;703.775;774.83;851.714;933.752;1019.99;1109.22
576.576;554.843;536.521;523.455;522.536;522.633;522.715;522.898;522.941;523.099;523.269;523.446;523.77;523.951;524.466;525.076;525.699;526.736;527.903;529.376;582.396;641.446;706.672;777.819;854.505;936.099;1021.69;1110.11
576.637;554.971;536.733;523.763;522.856;522.951;523.03;523.142;523.196;523.332;523.492;523.666;523.966;524.168;524.645;525.302;525.961;527.158;528.377;529.938;585.095;645.289;710.874;781.872;858.08;938.971;1023.7;1111.14
